5796	-6.6
5797	-6.6
5798	-6.6
5837	-5.878
5838	-5.878
5839	-5.878
5846	-5.36
5847	-5.36
5870	-4.78
5871	-4.78
5872	-4.78
5877	-4.27
5878	-4.27
5898	-3.81
5900	-3.81
5905	-3.4
5906	-3.4
5907	-3.4
5923	-3.04
5924	-3.04
5930	-2.71
5932	-2.71
5956	-2.42
5957	-2.42
5965	-5.878
5966	-5.878
6080	-4.08
6081	-4.08
6089	-4.08
6090	-4.08
6100	-4.08
6101	-4.08
6110	-4.08
6111	-4.08
6119	-3.57
6120	-3.57
6128	-3.57
6241	-4.08
6242	-4.08
6243	-4.08
6244	-4.08
6245	-4.08
6276	-4.08
6277	-4.08
6278	-4.08
6279	-4.08
6280	-4.08
6281	-4.08
6282	-4.08
6283	-3.57
6284	-3.57
6285	-3.57
6286	-3.57
6288	-3.57
6289	-3.57
6290	-3.57
6349	-3.09
6351	-3.09
6352	-3.09
6353	-3.09
6354	-3.09
6356	-3.09
6357	-3.09
6358	-3.09
6359	-3.09
6360	-3.09
6361	-3.09
6362	-3.09
6363	-3.09
6364	-3.09
6399	-2.72
6400	-2.72
6401	-2.72
6402	-2.72
6403	-2.72
6404	-2.72
6405	-2.72
6406	-2.72
6407	-2.72
6409	-2.72
6410	-2.72
6411	-2.72
6412	-2.72
6468	-2.4
6469	-2.4
6470	-2.4
6471	-2.11
6480	-2.11
6496	-1.85
6497	-1.63
6510	-1.44
6511	-1.44
6512	-1.44
6513	-1.26
6515	-1.26
6548	-4.27
6549	-4.27
6558	-3.81
6559	-3.81
6564	-3.4
6565	-3.4
6574	-3.04
6575	-3.04
6580	-2.71
6582	-2.71
6598	-2.42
6599	-2.42
6618	-4.08
6619	-4.08
6623	-4.08
6624	-4.08
6625	-4.08
6626	-4.08
6665	-4.08
6666	-4.08
6667	-4.08
6668	-4.08
6669	-4.08
6670	-4.08
6671	-4.08
6673	-4.08
6674	-4.08
6701	-4.08
6702	-4.08
6703	-4.08
6704	-4.08
6705	-4.08
6715	-4.08
6716	-4.08
6718	-4.08
6719	-4.08
6720	-4.08
6721	-4.08
6722	-4.08
6723	-4.08
6724	-4.08
6725	-4.08
6742	-4.08
6743	-4.08
6744	-4.08
6745	-4.08
6746	-4.08
6747	-4.08
6748	-4.08
6749	-4.08
6750	-4.08
6810	-4.08
6811	-4.08
6812	-4.08
6813	-4.08
6814	-4.08
6815	-4.08
6816	-4.08
6817	-4.08
6818	-4.08
6819	-4.08
6820	-4.08
6822	-4.08
6823	-4.08
6824	-4.08
6825	-4.08
6873	-4.08
6874	-4.08
6875	-4.08
6876	-4.08
6877	-4.08
6878	-4.08
6879	-4.08
6881	-4.08
6883	-4.08
6884	-4.08
6885	-4.08
6886	-4.08
6887	-4.08
